지역번호,지점명,일자,시간,기온(C),풍속(m/s),습도(%)
5,광주,2020-08-03,17,28.9,4.5,88
6,대전,2020-08-03,17,25.4,1.1,96
7,울산,2020-08-03,17,29.3,3.4,73
8,강릉,2020-08-03,17,26.8,7.5,71
9,제주,2020-08-03,17,30.8,4.1,71
1,서울,2020-08-03,18,25.5,2.8,91
2,부산,2020-08-03,18,27.2,5.1,80
3,대구,2020-08-03,18,31.4,2.2,57
4,인천,2020-08-03,18,24,4.3,92
5,광주,2020-08-03,18,29,2.8,86
6,대전,2020-08-03,18,25.2,0.6,97
7,울산,2020-08-03,18,29.5,2.3,74
8,강릉,2020-08-03,18,27,7,69
9,제주,2020-08-03,18,29,2.4,80
1,서울,2020-08-03,19,24.5,2,94
2,부산,2020-08-03,19,26.7,5.6,84
3,대구,2020-08-03,19,29.9,1.8,64
4,인천,2020-08-03,19,23.9,3.8,97
5,광주,2020-08-03,19,28.2,3.6,91
6,대전,2020-08-03,19,25.2,0.4,97
7,울산,2020-08-03,19,28.4,3.4,78
8,강릉,2020-08-03,19,27.8,5.6,65
9,제주,2020-08-03,19,29.3,1.6,77
1,서울,2020-08-03,20,24,1.4,97
2,부산,2020-08-03,20,26.7,3.2,83
3,대구,2020-08-03,20,29.2,1.8,66
4,인천,2020-08-03,20,23.9,3.2,96
5,광주,2020-08-03,20,27.7,4.6,95
6,대전,2020-08-03,20,25,0.6,97
7,울산,2020-08-03,20,27.8,3.2,81
8,강릉,2020-08-03,20,28.7,5,63
9,제주,2020-08-03,20,28.8,2.1,80
1,서울,2020-08-03,21,24.1,2,97
2,부산,2020-08-03,21,26.4,3.9,82
3,대구,2020-08-03,21,28.3,1.6,70
4,인천,2020-08-03,21,23.9,3.9,97
5,광주,2020-08-03,21,27,3.1,96
6,대전,2020-08-03,21,25,1.2,97
7,울산,2020-08-03,21,27.6,3.6,82
8,강릉,2020-08-03,21,28.4,4.5,63
9,제주,2020-08-03,21,28.6,2.9,79
1,서울,2020-08-03,22,24.2,0.6,97
2,부산,2020-08-03,22,26.1,4.5,85
3,대구,2020-08-03,22,28.2,0.5,71
4,인천,2020-08-03,22,24,4.1,96
5,광주,2020-08-03,22,27.3,2,95
6,대전,2020-08-03,22,26,1.5,97
7,울산,2020-08-03,22,27.1,2.3,83
8,강릉,2020-08-03,22,28.4,4.8,65
9,제주,2020-08-03,22,28.8,1.5,78
1,서울,2020-08-03,23,24.5,2.1,97
2,부산,2020-08-03,23,26.2,6,84
3,대구,2020-08-03,23,28.6,2.2,68
4,인천,2020-08-03,23,24.4,3.1,96
5,광주,2020-08-03,23,27,2.3,95
6,대전,2020-08-03,23,25.5,1.3,97
7,울산,2020-08-03,23,26.8,2,84
8,강릉,2020-08-03,23,27.4,2.8,73
9,제주,2020-08-03,23,27.9,0.1,83
1,서울,2020-08-04,0,25,2.2,98
2,부산,2020-08-04,0,26,3.7,86
3,대구,2020-08-04,0,27.9,1.5,72
4,인천,2020-08-04,0,24.8,3.7,96
5,광주,2020-08-04,0,26.5,1.8,95
6,대전,2020-08-04,0,25.6,0.1,97
7,울산,2020-08-04,0,26.8,2.3,83
8,강릉,2020-08-04,0,28.4,4.3,68
9,제주,2020-08-04,0,27.5,1.5,85
1,서울,2020-08-04,1,25.2,2.8,98
2,부산,2020-08-04,1,25.9,2.9,86
3,대구,2020-08-04,1,27.7,2.5,72
4,인천,2020-08-04,1,25.2,5.1,94
5,광주,2020-08-04,1,26.4,2.6,95
6,대전,2020-08-04,1,25.7,1.7,97
7,울산,2020-08-04,1,27.2,3,80
8,강릉,2020-08-04,1,28.5,2.2,67
9,제주,2020-08-04,1,27.4,0.8,85
1,서울,2020-08-04,2,25.5,2.3,97
2,부산,2020-08-04,2,25.8,3.2,87
3,대구,2020-08-04,2,27.3,1.4,74
4,인천,2020-08-04,2,25.3,5.7,93
5,광주,2020-08-04,2,26.3,2.2,94
6,대전,2020-08-04,2,26.1,1.6,95
7,울산,2020-08-04,2,26.5,1.3,83
8,강릉,2020-08-04,2,28.6,3.4,66
9,제주,2020-08-04,2,27.8,1.1,82
1,서울,2020-08-04,3,25.7,3.2,96
2,부산,2020-08-04,3,25.7,3.1,88
3,대구,2020-08-04,3,26.2,0,81
4,인천,2020-08-04,3,25.3,5,93
5,광주,2020-08-04,3,26.2,1.9,94
6,대전,2020-08-04,3,25.8,0.8,96
7,울산,2020-08-04,3,26.1,0.7,84
8,강릉,2020-08-04,3,27.4,1,72
9,제주,2020-08-04,3,27.8,0.7,81
1,서울,2020-08-04,4,25.8,2.9,95
2,부산,2020-08-04,4,25.7,5.9,88
3,대구,2020-08-04,4,25.8,0.2,86
4,인천,2020-08-04,4,25.2,4.2,93
5,광주,2020-08-04,4,26,1.8,94
6,대전,2020-08-04,4,25.5,1.2,97
7,울산,2020-08-04,4,25.8,2.6,88
8,강릉,2020-08-04,4,26.6,2.3,77
9,제주,2020-08-04,4,27.4,0.9,79
1,서울,2020-08-04,5,25.9,3.7,94
2,부산,2020-08-04,5,25.5,5.3,88
3,대구,2020-08-04,5,25,1,89
4,인천,2020-08-04,5,25,4.4,93
5,광주,2020-08-04,5,25.9,1.6,95
6,대전,2020-08-04,5,25.3,0.5,97
7,울산,2020-08-04,5,25.4,0.5,91
8,강릉,2020-08-04,5,26.7,1.7,75
9,제주,2020-08-04,5,27.6,0.5,78
1,서울,2020-08-04,6,25.9,4.2,94
2,부산,2020-08-04,6,25.1,3,90
3,대구,2020-08-04,6,25,0.3,89
4,인천,2020-08-04,6,24.8,5.4,93
5,광주,2020-08-04,6,25.9,1.8,95
6,대전,2020-08-04,6,25.5,1.2,95
7,울산,2020-08-04,6,25.3,1.4,93
8,강릉,2020-08-04,6,27.3,1.9,71
9,제주,2020-08-04,6,27.6,0.3,79
1,서울,2020-08-04,7,26,4.3,93
2,부산,2020-08-04,7,25.5,4.8,88
3,대구,2020-08-04,7,26.1,0.8,80
4,인천,2020-08-04,7,24.7,5.5,95
5,광주,2020-08-04,7,26.5,1.6,95
6,대전,2020-08-04,7,25.7,0.8,95
7,울산,2020-08-04,7,26.3,2.4,86
8,강릉,2020-08-04,7,26.8,0.6,74
9,제주,2020-08-04,7,28.1,1.2,79
1,서울,2020-08-04,8,25.9,5,95
2,부산,2020-08-04,8,26.6,5.4,84
3,대구,2020-08-04,8,27.7,0.9,71
4,인천,2020-08-04,8,24.9,6.2,94
5,광주,2020-08-04,8,27.4,2.5,90
6,대전,2020-08-04,8,26.8,1.3,91
7,울산,2020-08-04,8,27.3,2.5,82
8,강릉,2020-08-04,8,26.6,0.7,75
9,제주,2020-08-04,8,28.4,1.8,80
1,서울,2020-08-04,9,26.1,4.2,94
2,부산,2020-08-04,9,27.5,4.1,80
3,대구,2020-08-04,9,28.9,1.1,65
4,인천,2020-08-04,9,25.1,4.6,92
5,광주,2020-08-04,9,28.5,2.4,88
6,대전,2020-08-04,9,28.2,1.7,85
7,울산,2020-08-04,9,27.8,3.5,78
8,강릉,2020-08-04,9,26.8,0.7,77
9,제주,2020-08-04,9,30.3,1.6,73
1,서울,2020-08-04,10,26.1,3.4,94
2,부산,2020-08-04,10,28.3,6.2,76
3,대구,2020-08-04,10,31.9,1.7,54
4,인천,2020-08-04,10,25.5,4.3,91
5,광주,2020-08-04,10,29.3,2.1,80
6,대전,2020-08-04,10,28.6,1.4,83
7,울산,2020-08-04,10,29.6,4,70
8,강릉,2020-08-04,10,27.2,1.2,77
9,제주,2020-08-04,10,30.3,1.5,71
1,서울,2020-08-04,11,26.7,4.8,92
2,부산,2020-08-04,11,28.6,4.9,80
3,대구,2020-08-04,11,31.2,3.2,53
4,인천,2020-08-04,11,25.3,5.1,92
5,광주,2020-08-04,11,29.9,2.9,77
6,대전,2020-08-04,11,29.6,1,79
7,울산,2020-08-04,11,30.9,3.6,65
8,강릉,2020-08-04,11,28,0.8,76
9,제주,2020-08-04,11,30.8,2.3,72
1,서울,2020-08-04,12,27.3,3.6,90
2,부산,2020-08-04,12,28.6,8.4,80
3,대구,2020-08-04,12,32.7,1.4,51
4,인천,2020-08-04,12,26,4.9,88
5,광주,2020-08-04,12,30.6,4.2,75
6,대전,2020-08-04,12,29.8,2.7,77
7,울산,2020-08-04,12,31.3,3.4,65
8,강릉,2020-08-04,12,25.7,1.5,81
9,제주,2020-08-04,12,32.6,2.3,66
1,서울,2020-08-04,13,27.7,4.6,87
2,부산,2020-08-04,13,28.1,5.9,84
3,대구,2020-08-04,13,34.1,2,47
4,인천,2020-08-04,13,26.4,3.5,85
5,광주,2020-08-04,13,32,4.5,70
6,대전,2020-08-04,13,30.8,3.5,74
7,울산,2020-08-04,13,31.3,3.9,63
8,강릉,2020-08-04,13,24.7,1.6,84
9,제주,2020-08-04,13,33.3,2.2,62
1,서울,2020-08-04,14,28.5,5.3,83
2,부산,2020-08-04,14,28.2,8.8,81
3,대구,2020-08-04,14,33.6,2.7,48
4,인천,2020-08-04,14,26.7,3.4,84
5,광주,2020-08-04,14,31.5,4.7,70
6,대전,2020-08-04,14,31.5,1.8,72
7,울산,2020-08-04,14,31.8,3.5,64
8,강릉,2020-08-04,14,25.1,1.8,84
9,제주,2020-08-04,14,34.2,3.1,57
1,서울,2020-08-04,15,29.3,4.1,79
2,부산,2020-08-04,15,28.3,7.3,82
3,대구,2020-08-04,15,33.6,2.4,50
4,인천,2020-08-04,15,27.5,3.7,79
5,광주,2020-08-04,15,31.6,4.7,67
6,대전,2020-08-04,15,31.6,2.1,72
7,울산,2020-08-04,15,31.1,3.6,70
8,강릉,2020-08-04,15,25.1,1.3,87
9,제주,2020-08-04,15,32.2,2.5,67
1,서울,2020-08-04,16,29.1,3.6,79
2,부산,2020-08-04,16,28.2,8.6,82
3,대구,2020-08-04,16,32.9,2.8,51
4,인천,2020-08-04,16,26.8,2.9,83
5,광주,2020-08-04,16,30.7,5.1,72
6,대전,2020-08-04,16,31.8,2.9,68
7,울산,2020-08-04,16,31.4,3.9,66
8,강릉,2020-08-04,16,24.8,1.1,88
9,제주,2020-08-04,16,30.6,3.6,74
1,서울,2020-08-04,17,28.1,3.9,84
2,부산,2020-08-04,17,27.8,5.3,84
3,대구,2020-08-04,17,32.3,2.9,55
4,인천,2020-08-04,17,26.8,3,84
5,광주,2020-08-04,17,30.1,5.6,74
6,대전,2020-08-04,17,31.9,1.8,72
7,울산,2020-08-04,17,30.5,4.4,70
8,강릉,2020-08-04,17,24.6,0.9,89
9,제주,2020-08-04,17,31.1,3.9,69
1,서울,2020-08-04,18,27.9,3.6,85
2,부산,2020-08-04,18,27.7,6,83
3,대구,2020-08-04,18,31.6,2.4,59
4,인천,2020-08-04,18,26.6,2.7,82
5,광주,2020-08-04,18,29.6,3.6,77
6,대전,2020-08-04,18,28,2.6,89
7,울산,2020-08-04,18,29.7,3.4,76
8,강릉,2020-08-04,18,24.6,0.7,90
9,제주,2020-08-04,18,31.3,2.5,69
1,서울,2020-08-04,19,27.9,2.9,83
2,부산,2020-08-04,19,27,5.2,88
3,대구,2020-08-04,19,29.9,2.8,67
4,인천,2020-08-04,19,25.9,3.6,85
5,광주,2020-08-04,19,29,2.2,83
6,대전,2020-08-04,19,26.4,3.1,97
7,울산,2020-08-04,19,28.8,4.3,78
8,강릉,2020-08-04,19,24.3,1.3,91
9,제주,2020-08-04,19,29,3.2,80
1,서울,2020-08-04,20,27.7,2.1,83
2,부산,2020-08-04,20,26.8,5.6,87
3,대구,2020-08-04,20,29.9,1.6,64
4,인천,2020-08-04,20,25.6,3.3,87
5,광주,2020-08-04,20,28.3,3.4,88
6,대전,2020-08-04,20,25.7,1.1,97
7,울산,2020-08-04,20,28.2,2.9,81
8,강릉,2020-08-04,20,24,0.3,92
9,제주,2020-08-04,20,30.5,2.7,68
1,서울,2020-08-04,21,27.5,2.6,83
2,부산,2020-08-04,21,26.9,3.6,86
3,대구,2020-08-04,21,28.9,1.4,65
4,인천,2020-08-04,21,25.3,2.9,89
5,광주,2020-08-04,21,28.2,2.7,89
6,대전,2020-08-04,21,25.4,0.1,97
7,울산,2020-08-04,21,27.9,3.2,82
8,강릉,2020-08-04,21,23.9,1.3,95
9,제주,2020-08-04,21,30,2.1,71
1,서울,2020-08-04,22,27,2.5,87
2,부산,2020-08-04,22,26.2,2.4,91
3,대구,2020-08-04,22,28.3,1.3,67
4,인천,2020-08-04,22,25.1,2.2,94
5,광주,2020-08-04,22,27.9,2.2,91
6,대전,2020-08-04,22,25.5,0.7,97
7,울산,2020-08-04,22,27.7,3.4,83
8,강릉,2020-08-04,22,23.9,1.1,95
9,제주,2020-08-04,22,30.6,1.9,65
1,서울,2020-08-04,23,26.1,2.8,93
2,부산,2020-08-04,23,26.5,3.1,89
3,대구,2020-08-04,23,28,1.1,70
4,인천,2020-08-04,23,24.7,2.2,95
5,광주,2020-08-04,23,27.7,2.1,91
6,대전,2020-08-04,23,25.4,0.2,97
7,울산,2020-08-04,23,27.2,2.9,85
8,강릉,2020-08-04,23,24.2,0.1,95
9,제주,2020-08-04,23,30.2,2.8,66
1,서울,2020-08-05,0,26,2.4,93
2,부산,2020-08-05,0,26.5,3.6,91
3,대구,2020-08-05,0,27.2,0.9,74
4,인천,2020-08-05,0,24.6,1.8,95
5,광주,2020-08-05,0,27.5,2.4,90
6,대전,2020-08-05,0,25.4,0.3,97
7,울산,2020-08-05,0,26.5,1.1,84
8,강릉,2020-08-05,0,24.2,0.1,95
9,제주,2020-08-05,0,29.7,1.7,69
1,서울,2020-08-05,1,26,1.8,93
2,부산,2020-08-05,1,26.3,5.2,92
3,대구,2020-08-05,1,27.3,0,75
4,인천,2020-08-05,1,24.7,1.9,94
5,광주,2020-08-05,1,27.2,1.4,90
6,대전,2020-08-05,1,25.4,0.1,97
7,울산,2020-08-05,1,25.9,0,90
8,강릉,2020-08-05,1,24.5,1.3,92
9,제주,2020-08-05,1,29.7,2.7,70
1,서울,2020-08-05,2,26.1,1.2,93
2,부산,2020-08-05,2,26.5,3.6,90
3,대구,2020-08-05,2,26.3,0.5,83
4,인천,2020-08-05,2,25.3,2.8,93
5,광주,2020-08-05,2,27.3,1.5,90
6,대전,2020-08-05,2,25.3,0.8,97
7,울산,2020-08-05,2,26.3,1.5,87
8,강릉,2020-08-05,2,24.1,1.8,95
9,제주,2020-08-05,2,29.7,3.6,68
1,서울,2020-08-05,3,26.1,1,92
2,부산,2020-08-05,3,26,3,94
3,대구,2020-08-05,3,26.3,1.2,83
4,인천,2020-08-05,3,25.5,3.4,92
5,광주,2020-08-05,3,27.2,2.3,90
6,대전,2020-08-05,3,25.1,0.5,97
7,울산,2020-08-05,3,25.8,1.9,89
8,강릉,2020-08-05,3,23.8,1.4,96
9,제주,2020-08-05,3,29.6,0.7,72
1,서울,2020-08-05,4,26,0.6,93
2,부산,2020-08-05,4,25.6,2.3,96
3,대구,2020-08-05,4,26.5,1,80
4,인천,2020-08-05,4,25.8,3.5,89
5,광주,2020-08-05,4,27.2,2.9,92
6,대전,2020-08-05,4,25.1,1.2,97
7,울산,2020-08-05,4,25.6,1.8,91
8,강릉,2020-08-05,4,23.7,0.8,97
9,제주,2020-08-05,4,28.4,2,80
1,서울,2020-08-05,5,25.9,1.4,93
2,부산,2020-08-05,5,25.6,4,96
3,대구,2020-08-05,5,25.6,0,85
4,인천,2020-08-05,5,26,4,87
5,광주,2020-08-05,5,27.1,2.2,93
6,대전,2020-08-05,5,25.1,0.2,97
7,울산,2020-08-05,5,25.4,1.3,92
8,강릉,2020-08-05,5,23.7,0,96
9,제주,2020-08-05,5,29.5,1.4,69
1,서울,2020-08-05,6,26.2,1.3,91
2,부산,2020-08-05,6,25.7,4,96
3,대구,2020-08-05,6,25.4,0.6,87
4,인천,2020-08-05,6,25.9,4.2,88
5,광주,2020-08-05,6,27.2,2.9,92
6,대전,2020-08-05,6,25,0.6,97
7,울산,2020-08-05,6,24.4,0.4,97
8,강릉,2020-08-05,6,23.7,0,96
9,제주,2020-08-05,6,28.8,1.5,75
1,서울,2020-08-05,7,26.3,2.4,91
2,부산,2020-08-05,7,25.9,4.2,96
3,대구,2020-08-05,7,26.8,1.5,79
4,인천,2020-08-05,7,25.5,5.1,93
5,광주,2020-08-05,7,27.5,4.1,91
6,대전,2020-08-05,7,25.1,0.9,97
7,울산,2020-08-05,7,26.1,0,93
8,강릉,2020-08-05,7,23.9,0,96
9,제주,2020-08-05,7,29.3,1.3,75
1,서울,2020-08-05,8,26,2.7,92
2,부산,2020-08-05,8,26.4,5.6,96
3,대구,2020-08-05,8,28.1,2.2,74
4,인천,2020-08-05,8,25.5,4.9,93
5,광주,2020-08-05,8,28.1,2.7,90
6,대전,2020-08-05,8,25.6,1.1,97
7,울산,2020-08-05,8,28,0.5,84
8,강릉,2020-08-05,8,23.4,4,95
9,제주,2020-08-05,8,29.5,1.5,72
1,서울,2020-08-05,9,26,2.2,93
2,부산,2020-08-05,9,26.3,5.5,96
3,대구,2020-08-05,9,29.9,1.5,62
4,인천,2020-08-05,9,25.9,5.6,88
5,광주,2020-08-05,9,29.2,2.9,86
6,대전,2020-08-05,9,26.7,0.6,95
7,울산,2020-08-05,9,29.2,2.6,77
8,강릉,2020-08-05,9,22.3,2.1,93
9,제주,2020-08-05,9,27.8,1,82
1,서울,2020-08-05,10,26.1,2.7,93
2,부산,2020-08-05,10,27.2,5.7,89
3,대구,2020-08-05,10,30.6,1.6,59
4,인천,2020-08-05,10,25.8,4.4,90
5,광주,2020-08-05,10,26.5,3.4,98
6,대전,2020-08-05,10,28.3,0.5,85
7,울산,2020-08-05,10,30,4.1,70
8,강릉,2020-08-05,10,22.3,0.3,94
9,제주,2020-08-05,10,28.3,1.2,85
1,서울,2020-08-05,11,26.1,1.9,93
2,부산,2020-08-05,11,27.3,7.7,88
3,대구,2020-08-05,11,31.4,1.6,57
4,인천,2020-08-05,11,26.2,4.1,89
5,광주,2020-08-05,11,26.2,1.9,99
6,대전,2020-08-05,11,29.5,1.6,81
7,울산,2020-08-05,11,30.7,4,67
8,강릉,2020-08-05,11,21.9,0.9,95
9,제주,2020-08-05,11,26.7,2.5,93
1,서울,2020-08-05,12,26.6,2,92
2,부산,2020-08-05,12,28.3,7.3,83
3,대구,2020-08-05,12,32.1,1.9,56
4,인천,2020-08-05,12,26.7,4.2,87
5,광주,2020-08-05,12,26.7,2.6,99
6,대전,2020-08-05,12,26.9,2,94
7,울산,2020-08-05,12,30.6,3.9,70
8,강릉,2020-08-05,12,22.2,0.9,95
9,제주,2020-08-05,12,27.8,0.8,88
1,서울,2020-08-05,13,27.1,1.2,92
2,부산,2020-08-05,13,29.1,7.4,79
3,대구,2020-08-05,13,31,1.6,61
4,인천,2020-08-05,13,27,2.6,86
5,광주,2020-08-05,13,28.6,1.9,96
6,대전,2020-08-05,13,26.2,0.5,97
7,울산,2020-08-05,13,31.2,5.2,64
8,강릉,2020-08-05,13,22.4,0.6,94
9,제주,2020-08-05,13,29.5,1.2,79
1,서울,2020-08-05,14,27.7,1.4,91
2,부산,2020-08-05,14,28.9,5.9,82
3,대구,2020-08-05,14,31.8,1.7,56
4,인천,2020-08-05,14,27.5,2.7,84
5,광주,2020-08-05,14,29.2,4,91
6,대전,2020-08-05,14,26.1,2.1,97
7,울산,2020-08-05,14,31,5.1,66
8,강릉,2020-08-05,14,22.4,1.6,94
9,제주,2020-08-05,14,33.1,2.5,61
1,서울,2020-08-05,15,28.4,2,88
2,부산,2020-08-05,15,28.1,6.3,83
3,대구,2020-08-05,15,30.8,1.5,61
4,인천,2020-08-05,15,28.8,2.5,75
5,광주,2020-08-05,15,30.2,3.6,86
6,대전,2020-08-05,15,26.2,0.4,97
7,울산,2020-08-05,15,31,3.4,66
8,강릉,2020-08-05,15,22.7,0.2,93
9,제주,2020-08-05,15,32.9,2.3,60
1,서울,2020-08-05,16,28.7,3.8,84
2,부산,2020-08-05,16,27.7,6,85
3,대구,2020-08-05,16,30.8,1.8,59
4,인천,2020-08-05,16,29.2,3.2,72
5,광주,2020-08-05,16,30.9,2.6,80
6,대전,2020-08-05,16,27,0.1,97
7,울산,2020-08-05,16,30.8,2.9,67
8,강릉,2020-08-05,16,22.8,1.3,94
9,제주,2020-08-05,16,33.3,2.8,56
1,서울,2020-08-05,17,28,3.9,83
2,부산,2020-08-05,17,27.1,4.9,89
3,대구,2020-08-05,17,30.1,1.9,65
4,인천,2020-08-05,17,28.6,3.5,75
5,광주,2020-08-05,17,29.9,3.6,81
6,대전,2020-08-05,17,27.4,1.5,97
7,울산,2020-08-05,17,29.4,3.4,78
8,강릉,2020-08-05,17,22.8,1.4,94
9,제주,2020-08-05,17,32.2,2.3,61
1,서울,2020-08-05,18,27.2,1.5,90
2,부산,2020-08-05,18,26.9,6,91
3,대구,2020-08-05,18,29.7,2.1,66
4,인천,2020-08-05,18,28.7,4.5,76
5,광주,2020-08-05,18,29.2,4.1,84
6,대전,2020-08-05,18,28.1,1.5,95
7,울산,2020-08-05,18,28.8,2.7,79
8,강릉,2020-08-05,18,22.3,1.3,94
9,제주,2020-08-05,18,33,3.5,54
1,서울,2020-08-05,19,27,2.8,92
2,부산,2020-08-05,19,26.4,5,92
3,대구,2020-08-05,19,29.3,2.9,67
4,인천,2020-08-05,19,28,3.1,82
5,광주,2020-08-05,19,28.7,3.7,88
6,대전,2020-08-05,19,27.5,2.4,95
7,울산,2020-08-05,19,28.4,3.6,81
8,강릉,2020-08-05,19,22.5,0.3,95
9,제주,2020-08-05,19,31.9,1.8,59
1,서울,2020-08-05,20,26.5,1.8,94
2,부산,2020-08-05,20,25.9,4.4,93
3,대구,2020-08-05,20,29,3,68
4,인천,2020-08-05,20,26.5,6,94
5,광주,2020-08-05,20,28,4.4,92
6,대전,2020-08-05,20,26.6,2,97
7,울산,2020-08-05,20,27.9,3.1,85
8,강릉,2020-08-05,20,22.6,0.1,96
9,제주,2020-08-05,20,31.4,3.1,60
1,서울,2020-08-05,21,26.1,2.2,95
2,부산,2020-08-05,21,26.1,5.2,92
3,대구,2020-08-05,21,28.8,2.5,67
4,인천,2020-08-05,21,26.2,3,95
5,광주,2020-08-05,21,28,3.5,91
6,대전,2020-08-05,21,26.3,2.2,97
7,울산,2020-08-05,21,27.7,3,84
8,강릉,2020-08-05,21,22.6,0.5,96
9,제주,2020-08-05,21,31.3,2,59
1,서울,2020-08-05,22,25.9,2.1,95
2,부산,2020-08-05,22,25.9,6.6,93
3,대구,2020-08-05,22,28.7,1.8,67
4,인천,2020-08-05,22,26,4.3,92
5,광주,2020-08-05,22,27.9,4.2,91
6,대전,2020-08-05,22,26.2,1.6,97
7,울산,2020-08-05,22,27.6,3.4,84
8,강릉,2020-08-05,22,22.5,0.5,96
9,제주,2020-08-05,22,31.5,3.3,59
1,서울,2020-08-05,23,25.9,1.9,93
2,부산,2020-08-05,23,25.7,5.5,93
3,대구,2020-08-05,23,28.6,3.2,67
4,인천,2020-08-05,23,26.2,5.2,85
5,광주,2020-08-05,23,27.9,4.4,92
6,대전,2020-08-05,23,26.3,1.5,97
7,울산,2020-08-05,23,27.5,2.7,84
8,강릉,2020-08-05,23,22.5,0.4,97
9,제주,2020-08-05,23,32,2.4,55
1,서울,2020-08-06,0,25.5,1.6,96
2,부산,2020-08-06,0,25.5,4.7,94
3,대구,2020-08-06,0,28.4,2.7,69
4,인천,2020-08-06,0,25.3,5.1,96
5,광주,2020-08-06,0,27.9,3.7,91
6,대전,2020-08-06,0,26.5,1.6,92
7,울산,2020-08-06,0,27.4,3.1,86
8,강릉,2020-08-06,0,22.2,0.1,96
9,제주,2020-08-06,0,31.3,4.8,60
1,서울,2020-08-06,1,25.2,1.5,97
2,부산,2020-08-06,1,25.2,5.6,95
3,대구,2020-08-06,1,28.4,2.8,69
4,인천,2020-08-06,1,25.2,6.1,96
5,광주,2020-08-06,1,26.7,3.9,96
6,대전,2020-08-06,1,26.8,2.7,89
7,울산,2020-08-06,1,27.4,3.5,85
8,강릉,2020-08-06,1,22.1,1.6,97
9,제주,2020-08-06,1,31.4,5.3,60
1,서울,2020-08-06,2,25,2.8,97
2,부산,2020-08-06,2,24.9,5.4,96
3,대구,2020-08-06,2,28.5,2.4,68
4,인천,2020-08-06,2,24.7,8.6,96
5,광주,2020-08-06,2,27.3,5.1,93
6,대전,2020-08-06,2,26.1,3.4,95
7,울산,2020-08-06,2,27.2,3.5,88
8,강릉,2020-08-06,2,22.1,0.5,98
9,제주,2020-08-06,2,31,4.2,64
1,서울,2020-08-06,3,24.9,5.7,96
2,부산,2020-08-06,3,25.1,6.2,94
3,대구,2020-08-06,3,28.5,2.2,68
4,인천,2020-08-06,3,24.2,8.1,95
5,광주,2020-08-06,3,25,6.5,99
6,대전,2020-08-06,3,26.1,4.1,94
7,울산,2020-08-06,3,26.7,3.9,93
8,강릉,2020-08-06,3,22.1,0.7,98
9,제주,2020-08-06,3,31,6.6,62
1,서울,2020-08-06,4,24.7,4,97
2,부산,2020-08-06,4,24.9,7.3,94
3,대구,2020-08-06,4,28.8,3.1,65
4,인천,2020-08-06,4,24.4,7.5,96
5,광주,2020-08-06,4,24.8,4.1,99
6,대전,2020-08-06,4,25.8,5,95
7,울산,2020-08-06,4,27,3.8,91
8,강릉,2020-08-06,4,22.3,1,98
9,제주,2020-08-06,4,30.7,5.5,64
1,서울,2020-08-06,5,24.6,4,98
2,부산,2020-08-06,5,25.1,9.1,96
3,대구,2020-08-06,5,27,1,79
4,인천,2020-08-06,5,23.3,7.8,97
5,광주,2020-08-06,5,25.6,6.1,99
6,대전,2020-08-06,5,25,4.2,97
7,울산,2020-08-06,5,25.9,3.1,98
8,강릉,2020-08-06,5,22.7,0.9,98
9,제주,2020-08-06,5,30.6,5.1,63
1,서울,2020-08-06,6,23.8,5.1,98
2,부산,2020-08-06,6,25.7,10.9,96
3,대구,2020-08-06,6,28.6,2.1,67
4,인천,2020-08-06,6,23,6.6,97
5,광주,2020-08-06,6,26.1,5.4,99
6,대전,2020-08-06,6,25,5,97
7,울산,2020-08-06,6,26.3,3.2,97
8,강릉,2020-08-06,6,24.1,2.4,96
9,제주,2020-08-06,6,30.5,5.1,65
1,서울,2020-08-06,7,23.3,5.3,99
2,부산,2020-08-06,7,25.9,12.8,94
3,대구,2020-08-06,7,29.2,2.4,62
4,인천,2020-08-06,7,22.9,6.3,97
5,광주,2020-08-06,7,26.4,5.6,98
6,대전,2020-08-06,7,25.5,4.3,97
7,울산,2020-08-06,7,27.2,4,88
8,강릉,2020-08-06,7,25.3,3.7,87
9,제주,2020-08-06,7,30.3,4.9,67
1,서울,2020-08-06,8,23.3,5.1,100
2,부산,2020-08-06,8,26.4,12.7,89
3,대구,2020-08-06,8,29.3,2.2,62
4,인천,2020-08-06,8,22.9,5.3,97
5,광주,2020-08-06,8,25.2,5.9,99
6,대전,2020-08-06,8,25.6,3.3,97
7,울산,2020-08-06,8,27.4,4,86
8,강릉,2020-08-06,8,25.9,3.5,84
9,제주,2020-08-06,8,30.2,5.7,67
1,서울,2020-08-06,9,23.3,4.8,100
2,부산,2020-08-06,9,26.4,9.7,88
3,대구,2020-08-06,9,29.7,2.2,61
4,인천,2020-08-06,9,22.9,6.1,97
5,광주,2020-08-06,9,25,4.9,99
6,대전,2020-08-06,9,26.2,2.5,97
7,울산,2020-08-06,9,27.8,3.5,85
8,강릉,2020-08-06,9,24.8,1.3,89
9,제주,2020-08-06,9,29.7,6.2,71
1,서울,2020-08-06,10,23.5,4.5,100
2,부산,2020-08-06,10,26.9,9.9,84
3,대구,2020-08-06,10,29.9,2.1,62
4,인천,2020-08-06,10,22.8,5,97
5,광주,2020-08-06,10,25.4,2.9,99
6,대전,2020-08-06,10,26.1,2.8,97
7,울산,2020-08-06,10,28.4,3.9,79
8,강릉,2020-08-06,10,25.7,2.2,89
